sku	locations.la_qty	locations.sf_qty	locations.fl_qty	locations.ga_qty	locations.tx_qty	locations.nj_qty	locations.ny_qty	locations.la_warehouse_eta
AC00126	80	0	0	2	3	0	0	NONE
AC00228	26	0	0	0	2	1	6	NONE
AC00231	13	0	0	0	2	0	1	NONE
AC00232	76	0	0	0	1	0	0	NONE
AC00233	14	0	0	0	0	0	0	2023-01-31
97983	26	1	0	0	0	0	0	NONE
97984	21	1	0	3	0	0	3	NONE
97985	32	1	0	7	0	0	0	NONE
97986	40	1	0	0	0	0	0	NONE
57202	46	0	5	0	2	1	2	NONE
57305	3	0	0	0	2	0	0	NONE
LV00085	17	5	2	0	2	0	0	NONE
LV00086	30	3	3	0	3	0	1	NONE
DN00153	140	2	3	1	1	0	0	NONE
OF00172	96	0	0	0	0	0	0	NONE
93192	447	0	0	2	4	0	1	NONE
93197	475	0	0	2	2	0	3	NONE
OF00013	1	2	2	0	0	0	3	NONE
OF00014	0	3	0	0	0	4	4	NONE
OF00015	5	4	1	0	2	0	1	NONE
OF00016	0	3	2	0	0	0	3	NONE
93194	212	0	0	0	2	0	2	NONE
93199	276	0	0	0	2	0	3	NONE
BD00237CK	14	2	0	0	0	0	0	NONE
BD00240CK	0	0	0	0	0	0	0	NONE
LV00165	5	3	0	0	1	0	0	NONE
LV00168	8	2	0	0	0	0	0	NONE
LV00171	16	0	0	0	0	0	0	NONE
LV00206	16	2	0	1	3	0	0	NONE
LV00208	15	0	2	0	0	0	3	NONE
LV00211	44	0	0	0	1	0	0	NONE
LV00214	13	0	0	2	0	0	0	NONE
LV00218	5	3	1	0	2	0	1	NONE
LV00230	1	0	0	0	0	2	2	2023-01-31
54237	20	0	2	0	2	0	1	NONE
54312	38	3	2	0	2	0	1	NONE
24266	84	3	0	1	2	0	0	NONE
28726	0	0	0	0	1	0	6	NONE
BD00247	98	0	9	18	14	1	3	NONE
84310	12	1	0	0	0	0	1	NONE
LV00034	146	1	0	1	2	0	0	NONE
OF00039	105	0	0	0	3	0	0	NONE
OF00040	116	0	0	0	4	0	0	NONE
OF00041	150	0	0	0	1	0	0	NONE
OF00042	131	7	0	0	2	0	0	NONE
OF00043	145	9	0	0	2	0	0	NONE
OF00044	159	0	0	0	2	0	0	NONE
OF00045	159	0	0	0	3	0	0	NONE
OF00046	80	0	0	0	3	0	0	NONE
OF00047	84	0	0	0	2	0	0	NONE
OF00048	90	0	0	0	3	0	0	NONE
OF00049	173	0	0	0	3	0	0	NONE
OF00050	179	0	0	0	1	0	0	NONE
OF00051	15	3	0	0	12	0	0	NONE
OF00052	64	0	0	0	1	0	0	NONE
AC00195	47	0	0	2	1	0	0	NONE
AC00196	65	0	1	2	0	0	3	NONE
AC00197	92	0	0	1	0	0	0	NONE
AC00198	40	1	0	0	0	0	0	NONE
AC00199	91	0	0	3	0	0	0	NONE
AC00200	51	3	0	3	0	0	0	NONE
OF00143	139	3	0	0	2	0	0	NONE
73260	53	2	2	0	2	0	4	2023-01-25
77075	185	2	0	1	0	0	1	NONE
DN00059	83	3	2	0	1	1	0	NONE
DN00090	54	2	2	0	0	2	0	NONE
DN00219	87	1	2	3	0	0	0	NONE
DN00221	41	0	2	1	2	0	0	NONE
73265	5	1	2	2	2	0	3	2023-02-08
24265	62	3	1	2	2	0	0	NONE
28725	38	0	2	1	1	6	3	NONE
BD00246	176	2	5	10	13	0	0	NONE
24247EK	220	1	1	0	3	0	0	NONE
28717EK	0	0	0	0	0	2	0	NONE
BD00238EK	5	1	0	7	0	0	1	NONE
24257EK	169	2	0	0	2	0	0	NONE
BD00241EK	12	1	5	3	0	0	0	NONE
84312	7	2	0	0	0	0	2	NONE
LV00035	150	0	0	2	1	0	0	NONE
OF00201	0	1	0	0	0	0	1	2023-01-31
OF00019	0	0	0	0	0	0	0	NONE
97981	35	1	0	0	0	0	0	NONE
97982	19	0	0	2	0	0	0	NONE
BD00131F	236	2	2	3	1	15	1	NONE
BD00133F	246	3	0	5	2	23	2	NONE
AC00186	42	0	0	0	0	0	2	NONE
AC00187	36	0	1	0	0	0	3	NONE
AC00188	43	0	0	0	0	0	5	NONE
LV00164	11	2	0	0	0	1	0	NONE
LV00167	2	0	0	0	2	0	0	NONE
LV00170	11	0	0	0	0	1	0	NONE
LV00213	10	2	0	2	0	0	0	NONE
LV00217	23	1	0	0	1	0	1	NONE
54236	20	0	2	0	2	1	2	NONE
54311	45	1	2	0	0	0	1	NONE
24264	70	4	0	2	2	0	0	NONE
28724	20	0	2	9	1	4	5	NONE
BD00244	82	5	5	10	13	0	0	NONE
BD00245	99	1	7	7	8	0	1	NONE
LV00061	8	0	0	2	2	0	1	NONE
LV00067	6	1	0	0	1	0	0	NONE
LV00073	4	1	0	0	0	0	0	NONE
LV00060	7	0	0	1	0	0	1	NONE
LV00066	4	1	0	0	1	0	0	NONE
LV00072	0	3	0	0	0	0	0	NONE
AC00223	0	0	0	0	0	0	0	
24263	174	7	0	0	3	1	0	NONE
28723	0	0	0	1	3	8	0	NONE
BD00243	305	2	16	32	17	2	2	NONE
93166	20	0	0	0	0	0	0	NONE
93168	19	0	0	0	0	0	3	NONE
93170	20	0	0	0	0	0	0	NONE
93172	29	0	0	0	0	0	0	NONE
93174	29	0	0	0	0	0	0	NONE
93240	3	0	2	0	0	0	0	NONE
93241	19	0	0	0	0	0	0	NONE
93242	2	0	0	0	0	0	0	NONE
93243	23	0	0	0	0	0	0	NONE
OF00116	53	0	0	0	2	0	0	NONE
OF00117	88	0	0	0	1	0	0	NONE
OF00118	71	2	0	0	2	0	4	NONE
OF00119	67	0	0	0	3	0	0	NONE
OF00120	12	2	0	2	1	0	0	NONE
OF00121	43	2	2	3	4	0	0	NONE
OF00122	70	0	0	0	2	0	0	NONE
OF00123	70	0	0	0	3	0	0	NONE
59718	3	0	0	0	0	0	2	NONE
BD00132Q	130	3	0	2	0	10	0	NONE
BD00134Q	130	1	2	2	2	24	0	NONE
BD00239Q	6	3	0	10	0	2	0	NONE
24250Q	19	3	0	2	0	0	0	NONE
28720Q	19	0	1	1	3	2	2	NONE
24260Q	179	4	0	3	2	0	0	NONE
BD00242Q	26	2	10	5	4	1	0	NONE
LV00062	8	3	0	2	0	0	0	NONE
LV00068	25	0	0	0	1	0	0	NONE
LV00074	2	3	0	0	0	0	0	NONE
56465	42	10	12	2	6	0	1	NONE
56470	78	9	4	4	9	1	7	NONE
56475	0	1	0	5	1	0	3	NONE
56480	69	12	10	1	21	4	7	NONE
LV00215	9	1	0	0	1	0	0	NONE
73263	30	0	0	0	1	0	2	2023-01-25
AC00159	168	3	0	0	4	0	0	NONE
AC00160	186	0	0	0	3	0	1	NONE
AC00161	160	0	1	0	2	0	2	NONE
AC00185	15	0	0	0	1	0	1	NONE
AC00162	62	0	0	0	3	0	0	NONE
73262	291	4	10	0	4	0	8	NONE
73267	195	4	3	2	0	1	0	NONE
77077	370	4	0	3	0	0	2	NONE
DN00220	149	6	6	11	7	2	0	2023-02-08
DN00222	70	0	2	5	8	0	4	NONE
LV00141	0	0	0	0	0	0	0	2023-01-25
LV00229	10	0	0	0	0	1	0	2023-01-31
LV00163	15	1	0	0	0	1	0	NONE
LV00166	10	2	0	0	0	1	0	NONE
LV00169	10	0	0	0	0	0	1	NONE
LV00212	32	1	0	1	1	0	0	NONE
LV00216	21	6	0	0	5	0	0	NONE
84313	8	0	0	0	0	0	0	NONE
LV00202	42	0	3	0	0	0	0	NONE
LV00203	29	2	0	0	1	0	0	NONE
LV00204	17	0	0	0	0	0	0	NONE
LV00205	22	1	0	0	3	0	2	NONE
LV00207	30	0	1	0	1	0	2	NONE
LV00209	48	0	0	0	2	0	0	NONE
LV00210	34	0	0	0	3	0	0	NONE
54235	21	0	2	0	2	0	2	NONE
54310	40	1	1	0	0	0	0	NONE
73270	38	1	1	0	1	2	0	NONE
91608	31	1	0	0	1	0	0	NONE
91994	34	2	3	0	3	1	2	NONE
91995	40	3	1	1	2	0	0	NONE
91996	46	5	0	0	0	0	3	NONE
91997	65	4	3	0	2	0	4	NONE
LV00142	0	0	0	0	0	0	0	2023-01-25
LV00151	154	4	31	2	4	0	1	NONE
LV00152	157	4	34	1	3	0	3	NONE
24267	75	0	0	0	2	0	0	NONE
92690	1	0	0	0	0	0	0	NONE
93190	336	0	0	3	1	0	2	NONE
93195	416	0	0	5	4	0	8	NONE
93540	253	1	29	26	20	33	0	NONE
93545	262	0	24	12	10	22	0	NONE
OF00001	381	4	2	2	2	12	2	NONE
OF00002	420	1	3	3	1	29	2	NONE
OF00005	0	0	1	0	0	0	0	NONE
OF00006	0	1	0	2	0	0	0	NONE
OF00009	638	0	2	1	1	0	7	NONE
OF00010	751	3	2	3	1	0	4	NONE
OF00017	340	4	0	0	0	0	0	NONE
OF00018	0	1	0	0	2	0	0	NONE
OF00020	198	0	2	0	2	36	0	NONE
OF00021	142	1	33	0	9	36	0	NONE
OF00022	117	0	39	0	2	16	1	NONE
OF00023	106	0	36	2	2	8	2	NONE
OF00024	80	0	28	0	2	6	0	NONE
OF00025	0	0	0	0	0	0	0	
OF00026	0	0	0	0	0	0	0	
OF00027	0	0	0	0	0	0	0	
OF00029	0	0	0	0	0	0	0	
OF00031	0	0	0	0	0	0	0	
OF00032	0	0	0	0	0	0	0	
OF00055	58	1	3	1	2	0	0	NONE
OF00056	153	0	1	1	2	0	0	NONE
OF00103	306	0	0	0	2	197	0	NONE
OF00135	0	0	0	0	0	0	0	NONE
OF00136	0	0	0	0	0	0	0	NONE
OF00137	0	0	0	0	0	0	0	NONE
OF00140	0	0	0	0	0	0	0	NONE
OF00173	77	3	0	3	2	0	1	NONE
OF00174	63	5	0	2	4	0	10	NONE
OF00175	58	2	0	0	0	0	0	NONE
OF00053	63	0	0	0	3	0	0	NONE
OF00054	140	0	0	0	2	0	3	NONE
OF00193	0	0	0	0	0	0	0	
OF00194	0	0	0	0	0	0	0	
93177	98	90	0	0	0	0	0	NONE
93179	152	3	1	0	3	1	2	NONE
93181	96	85	0	0	3	0	0	NONE
93183	189	0	0	0	3	0	4	NONE
OF00003	2	0	1	0	0	0	3	NONE
OF00004	3	0	2	0	0	0	2	NONE
OF00008	0	0	0	0	0	0	1	NONE
OF00011	18	4	2	1	3	0	2	NONE
OF00012	17	5	2	2	5	0	11	NONE
OF00110	0	0	0	0	0	0	0	NONE
OF00113	0	0	0	0	0	0	0	NONE
OF00154	84	2	1	2	1	0	6	NONE
OF00155	0	0	0	0	1	0	2	NONE
30465F-BU	0	1	0	2	1	0	0	NONE
OF00097	0	0	0	0	0	0	0	NONE
OF00098	0	0	0	0	0	0	0	NONE
OF00099	0	0	0	0	0	0	0	NONE
OF00100	0	0	0	0	0	0	0	NONE
OF00101	0	0	0	0	0	0	0	NONE
LV00223	5	0	3	0	0	0	0	NONE
LV00251	22	0	0	1	0	0	0	NONE
LV00252	21	0	0	1	0	0	0	NONE
LV00253	25	0	0	0	0	0	0	NONE
LV00254	4	3	0	0	0	0	0	NONE
LV00255	15	2	0	0	0	0	0	NONE
LV00256	6	3	0	0	0	0	1	NONE
AC00272	66	5	0	2	2	0	3	NONE
OF00273	47	2	2	0	2	0	7	NONE
AC00274	110	7	9	1	2	0	2	NONE
AC00275	110	2	9	1	0	0	1	NONE
AC00279	36	0	0	2	0	0	0	NONE
AC00280	43	0	1	0	0	0	0	NONE
AC00281	47	0	0	2	0	0	0	NONE
AC00282	37	0	0	3	0	0	0	NONE
AC00283	0	1	1	1	0	0	0	NONE
AC00284	19	1	0	3	0	0	0	NONE
AC00285	4	1	0	3	0	0	0	NONE
AC00286	32	0	0	2	0	0	0	NONE
AC00287	44	0	0	2	0	0	0	NONE
AC00288	37	0	0	3	0	0	0	NONE
AC00289	0	0	0	3	0	0	0	NONE
AC00290	43	0	1	0	0	0	1	NONE
AC00291	3	0	1	0	0	0	1	NONE
AC00292	42	2	0	0	2	0	2	NONE
LV00293	0	0	2	0	0	1	0	NONE
LV00294	5	0	2	0	0	1	0	NONE
LV00295	0	0	0	0	0	1	0	NONE
LV00296	23	0	0	0	0	0	0	NONE
LV00297	8	0	0	0	0	0	0	NONE
LV00298	23	0	1	0	0	0	0	NONE
LV00299	13	0	0	0	0	0	0	NONE
LV00300	14	0	0	0	0	0	0	NONE
LV00301	16	0	0	0	0	0	0	NONE
LV00302	14	0	0	0	0	0	0	NONE
LV00303	10	0	0	0	0	0	0	NONE
LV00304	4	0	0	0	0	0	0	NONE
AC00305	17	2	0	0	0	0	3	NONE
AC00306	35	0	0	0	0	0	3	NONE
DN00307	32	0	0	0	0	0	3	NONE
AC00308	38	0	0	0	0	0	2	NONE
AC00309	90	0	0	0	0	0	0	NONE
LV00310	0	0	0	0	0	0	0	NONE
LV00311	59	5	0	3	3	0	3	NONE
LV00312	33	0	0	0	3	0	4	NONE
LV00313	61	0	0	2	2	0	4	NONE
LV00315	38	1	3	3	0	0	0	NONE
LV00316	7	2	0	3	1	0	0	NONE
LV00317	66	0	0	1	0	0	1	NONE
LV00318	65	0	0	2	3	0	2	NONE
OF00320	0	0	0	0	0	0	0	NONE
OF00321	0	0	0	0	0	0	0	NONE
LV00322	180	2	33	1	3	0	0	NONE
LV00323	80	2	34	2	3	0	2	NONE
LV00324	87	0	33	2	4	0	3	NONE
AC00325	105	5	34	8	7	0	3	NONE
AC00326	166	4	33	8	5	0	0	NONE
LV00327	6	0	1	0	0	0	0	NONE
LV00328	11	0	1	0	0	0	0	NONE
LV00329	18	0	0	0	0	0	0	NONE
LV00330	21	0	0	0	0	0	0	NONE
LV00331	21	1	0	1	0	0	0	NONE
LV00332	23	0	0	1	0	0	0	NONE
LV00333	14	2	2	0	0	0	0	NONE
LV00334	6	0	1	3	0	0	0	NONE
LV00335	22	0	0	3	0	0	0	NONE
LV00336	10	0	2	1	0	0	0	NONE
LV00337	6	0	2	0	0	0	2	NONE
LV00344	4	0	1	0	0	0	0	NONE
LV00340	14	0	0	0	1	0	0	NONE
LV00341	20	0	0	0	1	0	0	NONE
AC00347	65	3	0	1	1	0	0	NONE
AC00348	57	0	0	1	0	0	6	NONE
AC00349	58	0	0	1	3	0	2	NONE
AC00350	72	0	0	0	3	0	1	NONE
AC00351	81	0	0	0	1	0	0	NONE
AC00352	72	0	0	0	0	0	0	NONE
AC00353	70	4	0	0	3	0	0	NONE
AC00354	79	0	0	0	0	0	0	NONE
OF00356	0	0	0	0	0	0	0	
OF00357	0	0	0	0	0	0	0	
AC00359	34	0	1	0	0	0	0	NONE
AC00360	37	0	0	0	0	0	5	NONE
AC00361	42	0	0	0	0	0	0	NONE
AC00362	33	0	0	0	0	0	0	NONE
LV00363	48	0	0	0	2	0	0	NONE
AC00364	49	0	0	0	0	0	0	NONE
BD00365	87	0	2	0	1	0	0	NONE
BD00370	82	0	0	0	3	0	0	NONE
LV00366	9	0	1	0	0	0	2	NONE
LV00367	23	0	0	0	0	0	0	NONE
LV00368	0	0	3	0	0	0	1	NONE
LV00369	7	1	0	3	0	0	1	NONE
BD00372	0	0	0	0	0	0	0	
BD00373	0	0	0	0	0	0	0	
AC00377	47	0	0	0	0	0	0	NONE
AC00378	43	0	0	0	0	0	0	NONE
AC00381	57	2	4	0	1	0	3	NONE
AC00382	217	0	0	0	3	0	0	NONE
LV00389	12	0	0	0	0	0	0	NONE
LV00390	8	1	0	0	0	0	0	NONE
LV00391	6	0	0	0	0	0	0	NONE
LV00392	5	0	0	0	0	0	0	NONE
AC00393	60	0	0	0	3	0	0	NONE
AC00394	62	0	0	0	1	0	0	NONE
AC00395	27	0	0	0	0	0	1	NONE
AC00396	31	0	0	0	0	0	3	NONE
LV00397	25	3	2	2	5	0	0	NONE
LV00398	31	2	0	1	5	0	0	NONE
37510	114	5	2	3	4	31	1	NONE
BD00379	66	3	0	1	4	1	0	NONE
BD00380	50	0	0	0	4	1	0	NONE
92450	175	0	0	0	3	0	1	NONE
54135	20	0	0	1	2	0	0	NONE
54390	20	5	0	0	0	0	2	NONE
55670	10	3	1	0	0	0	0	NONE
55671	1	1	1	2	0	0	0	NONE
55672	7	0	1	1	0	0	0	NONE
OF00439	0	0	0	0	0	0	0	NONE
OF00400	19	0	0	0	0	0	0	NONE
OF00399	15	0	0	0	0	0	0	NONE
BD00440	0	0	0	0	0	0	0	NONE
BD00493	36	2	2	2	2	1	0	NONE
BD00494	291	12	0	2	2	0	1	NONE
BD00542Q	76	3	3	3	3	0	0	NONE
AC00543	0	0	0	0	1	0	0	2023-01-25
BD00544	83	0	0	3	3	0	0	NONE
BD00545Q	46	2	2	2	1	0	0	NONE
AC00546	151	0	2	0	2	0	0	NONE
BD00547	89	0	3	0	3	0	0	NONE
BD00548Q	67	4	3	0	2	0	0	NONE
AC00549	164	0	0	0	0	0	0	NONE
BD00550	88	0	1	0	1	0	0	NONE
BD00556	0	0	0	0	0	0	0	NONE
BD00557	0	0	0	0	0	0	0	NONE
BD00558EK	10	0	0	0	0	0	0	NONE
BD00559Q	7	0	0	0	0	0	1	NONE
BD00560EK	3	0	0	0	2	0	0	NONE
BD00561Q	5	0	0	0	0	0	0	NONE
BD00562EK	1	0	0	0	0	0	0	NONE
BD00563Q	0	0	0	0	0	0	0	NONE
BD00564EK	4	0	0	0	0	0	0	NONE
BD00565Q	3	0	0	0	0	0	0	NONE
BD00577	76	0	0	0	1	0	0	NONE
BD00583EK	13	2	0	2	1	0	1	NONE
BD00584Q	63	4	0	0	3	0	0	NONE
BD00585	63	8	0	3	0	0	4	NONE
BD00586	78	3	0	2	2	0	1	NONE
BD00587	84	3	0	2	2	0	1	NONE
BD00588	48	0	0	1	3	0	0	NONE
BD00589	36	0	0	5	0	0	0	NONE
BD00612	151	0	0	0	0	0	0	NONE
BD00613	16	0	0	0	0	0	0	NONE
BD00614	9	0	0	0	0	0	0	NONE
OF00630	4	0	0	0	0	0	0	NONE
OF00631	3	0	0	0	0	0	0	NONE
BD00615Q	19	0	2	0	0	0	0	NONE
BD00616	23	0	2	0	0	0	0	2023-02-07
BD00617	15	0	0	0	0	0	0	2023-02-07
AC00518	5	2	2	0	0	0	0	NONE
AC00433	48	0	0	0	0	0	0	NONE
AC00657	15	0	0	0	1	0	0	NONE
LV00437	50	0	0	0	0	0	0	NONE
LV00576	96	0	0	1	0	0	0	NONE
AC00428	46	0	0	0	0	0	0	NONE
BD00677	12	2	0	2	1	0	1	NONE
BD00688	11	1	0	0	0	0	1	NONE
BD00456	26	1	0	0	1	1	2	NONE
BD00466	11	3	0	0	1	0	2	NONE
BD00476	43	1	1	0	1	0	0	NONE
AC00527	27	0	0	0	0	0	0	NONE
AC00528	47	0	0	0	1	0	0	NONE
AC00532	30	0	2	2	0	0	0	NONE
AC00533	53	0	0	0	0	0	0	NONE
AC00534	39	0	0	0	0	0	5	NONE
AC00535	41	0	0	0	0	0	4	NONE
AC00538	46	0	0	3	0	0	0	NONE
AC00539	47	0	0	3	2	0	0	NONE
AC00540	50	0	0	3	0	0	0	NONE
BD00601CK	0	0	0	0	0	0	0	NONE
BD00658CK	10	0	0	0	0	0	0	NONE
BD00693CK	0	0	0	0	0	0	0	NONE
AC00429	49	0	0	0	0	0	0	NONE
55667	0	0	0	0	0	0	0	NONE
LV00487	29	0	0	2	0	2	0	NONE
LV00580	6	3	1	1	0	0	0	NONE
BD00607	0	0	0	0	0	0	0	2023-02-07
BD00648	30	2	12	0	2	0	0	NONE
BD00664	71	0	0	0	0	0	0	NONE
BD00676	13	0	0	0	1	0	0	NONE
BD00687	6	0	0	2	1	0	1	NONE
BD00699	0	0	0	0	0	0	0	NONE
BD00651	49	0	0	0	0	0	0	NONE
BD00455	16	1	1	2	4	0	8	NONE
BD00465	12	0	0	0	3	0	3	NONE
BD00475	56	0	0	1	2	0	2	NONE
LV00430	41	0	0	0	0	0	0	NONE
LV00435	41	0	0	0	0	0	0	NONE
LV00441	106	2	1	2	2	0	0	NONE
LV00446	87	0	35	2	2	0	0	NONE
LV00572	92	4	0	0	0	0	0	NONE
LV00574	89	0	0	0	0	0	0	NONE
LV00608	22	0	0	0	0	0	0	NONE
DN00551	111	1	0	0	2	0	0	NONE
DN00552	262	4	0	0	2	0	0	NONE
DN00623	177	4	0	0	0	0	0	NONE
DN00622	43	1	0	0	0	0	0	NONE
DN00460	57	0	1	0	1	0	0	NONE
DN00470	26	1	0	0	0	0	0	NONE
DN00480	57	0	0	0	1	0	1	NONE
DN00593	3	0	0	0	2	0	3	NONE
DN00681	19	0	0	0	0	0	0	NONE
DN00692	11	0	0	0	1	0	0	NONE
DN00459	63	0	1	1	3	0	3	NONE
DN00469	17	3	1	0	1	0	1	NONE
DN00479	63	1	0	0	2	0	2	NONE
DN00680	19	0	0	0	0	0	0	NONE
DN00691	14	0	0	0	1	0	2	NONE
DN00401	69	5	2	0	2	0	0	NONE
DN00447	43	5	0	0	2	0	0	NONE
DN00457	60	0	0	1	1	0	2	NONE
DN00467	12	1	1	0	1	0	1	NONE
DN00477	51	1	0	0	1	0	0	NONE
DN00740	21	0	0	2	0	0	0	NONE
DN00590	68	0	0	0	1	0	4	NONE
DN00678	22	0	0	0	0	0	0	NONE
DN00689	16	0	0	0	1	0	2	NONE
DN00553	36	2	0	2	1	1	0	NONE
BD00606	0	0	0	0	0	0	0	2023-02-07
BD00647	72	1	15	0	2	0	0	NONE
BD00663	99	0	0	0	0	0	0	NONE
BD00686	17	0	0	0	1	0	1	NONE
BD00698	0	0	0	0	0	0	0	NONE
BD00652	45	0	0	0	0	0	0	NONE
BD00454	19	1	0	0	3	2	1	NONE
BD00464	43	1	0	0	1	0	3	NONE
BD00474	80	0	0	0	2	2	2	NONE
BD00602EK	0	0	0	0	0	0	0	NONE
BD00659EK	62	0	0	0	0	0	0	NONE
BD00671EK	19	0	0	0	1	0	2	NONE
BD00683EK	8	0	0	1	3	0	1	NONE
BD00694EK	0	0	0	0	0	0	0	NONE
BD00451EK	8	1	0	0	2	0	0	NONE
BD00461EK	23	0	0	0	1	0	2	NONE
BD00471EK	40	0	0	0	2	0	1	NONE
LV00436	43	1	0	0	0	0	0	NONE
LV00573	97	0	0	0	0	0	0	NONE
LV00575	96	0	0	0	0	0	0	NONE
LV00609	20	0	0	0	0	0	0	NONE
AC00507	19	1	0	2	0	0	0	NONE
AC00508	3	0	0	0	3	0	0	NONE
AC00509	22	0	0	0	0	0	0	NONE
AC00510	18	0	0	3	2	0	2	NONE
AC00511	32	0	0	3	1	0	0	NONE
AC00512	32	0	0	2	1	0	0	NONE
AC00513	32	1	0	1	1	0	0	NONE
AC00514	37	0	0	2	2	0	2	NONE
AC00515	43	0	0	1	1	0	0	NONE
AC00522	49	0	1	0	0	0	5	NONE
AC00524	29	1	0	2	2	0	2	NONE
LV00656	47	0	0	0	0	0	1	NONE
AC00431	37	0	0	0	0	0	0	NONE
AC00434	31	0	3	0	1	2	0	NONE
AC00402	54	5	0	0	0	0	3	NONE
AC00403	37	4	0	0	0	0	2	NONE
LV00426	49	0	0	0	0	0	0	NONE
55443	18	0	0	0	0	0	0	NONE
55666	0	0	0	0	1	0	0	NONE
LV00486	30	1	0	2	0	0	0	NONE
LV00579	13	0	1	1	0	0	0	NONE
LV00655	48	0	0	0	0	0	1	NONE
LV00569	16	1	0	0	0	0	0	NONE
LV00570	5	2	1	0	0	0	0	NONE
AC00723	183	0	0	0	6	0	0	NONE
BD00605	0	0	0	0	0	0	0	2023-02-07
BD00646	7	2	7	0	3	0	2	NONE
BD00662	100	0	0	0	0	0	0	NONE
BD00673	6	4	0	1	1	0	1	NONE
BD00685	26	0	0	0	1	0	1	NONE
BD00697	0	0	0	0	0	0	0	NONE
BD00453	21	1	1	0	0	1	0	NONE
BD00463	31	2	0	1	2	0	4	NONE
BD00473	43	0	0	0	2	0	2	NONE
BD00604	0	0	0	0	0	0	0	2023-02-07
BD00645	201	15	9	0	4	0	2	NONE
BD00661	198	0	0	0	0	0	0	NONE
BD00672	42	2	0	0	2	0	2	NONE
BD00684	17	0	1	0	2	0	2	NONE
BD00696	0	0	0	0	0	0	0	NONE
BD00650	44	1	0	0	0	0	0	NONE
BD00452	60	2	0	2	3	1	11	NONE
BD00462	86	0	0	0	4	0	6	NONE
BD00472	80	0	0	0	3	0	3	NONE
AC00427	50	0	0	0	0	0	0	NONE
AC00529	40	0	2	0	3	0	4	NONE
AC00530	39	0	0	0	1	0	0	NONE
AC00531	53	0	0	0	0	0	0	NONE
AC00536	45	1	0	0	0	1	0	NONE
AC00537	50	0	0	0	0	0	0	NONE
BD00571Q	6	6	0	3	0	0	1	NONE
BD00603Q	0	0	0	0	0	0	0	NONE
BD00644Q	0	2	0	0	7	0	1	NONE
BD00660Q	40	0	0	0	0	0	0	NONE
BD00695Q	0	0	0	0	0	0	0	NONE
LV00499	100	1	24	0	1	1	0	NONE
LV00643	82	0	20	0	0	0	0	NONE
DN00686	15	0	0	0	0	0	0	NONE
DN00454	98	0	0	0	0	0	5	NONE
DN00464	4	1	0	0	0	0	0	NONE
DN00474	33	0	0	0	1	0	0	NONE
DN00742	95	0	1	0	0	0	0	NONE
DN00555	25	0	0	2	0	0	0	NONE
DN00591	20	2	2	0	2	0	3	NONE
DN00682	10	1	0	0	0	0	0	NONE
AC00744	86	4	23	1	1	0	0	NONE
DN00458	140	0	3	1	0	0	5	NONE
DN00468	54	3	3	0	0	0	2	NONE
DN00478	140	0	0	0	2	0	0	NONE
DN00741	84	8	0	8	3	0	0	NONE
DN00554	144	7	0	7	6	0	0	NONE
DN01423	109	4	0	0	14	0	0	NONE
DN00679	66	1	0	0	0	0	0	NONE
DN00690	51	0	0	0	3	0	6	NONE
LV00443	33	4	0	0	0	2	0	NONE
55665	0	0	0	0	0	0	0	NONE
LV00485	24	1	0	2	0	1	0	NONE
LV00578	5	2	3	1	0	0	0	NONE
LV00654	48	0	0	0	0	0	1	NONE
AC00442	56	3	3	0	1	0	0	NONE
AC00445	12	3	0	0	3	0	0	NONE
LV00404	123	3	29	0	2	0	0	NONE
LV00405	29	1	31	0	3	0	0	NONE
LV00444	115	2	34	2	2	1	0	NONE
AC00517	0	0	0	1	0	0	0	NONE
LV00519	0	0	0	0	1	0	1	NONE
LV00520	15	4	0	3	0	0	0	NONE
LV00523	25	0	4	0	2	0	1	NONE
LV00743	84	7	0	0	0	0	0	NONE
LV00745	45	2	0	2	5	0	0	NONE
LV00746	74	1	0	0	1	0	0	NONE
BD00649T	37	4	0	0	2	0	0	NONE
BD00768	81	0	2	0	0	0	1	NONE
BD00705	68	1	0	0	2	0	0	NONE
BD00674	5	5	0	0	1	0	2	NONE
AC00665	193	0	0	0	3	0	0	NONE
AC00666	290	0	0	0	3	0	0	NONE
AC00667	191	0	0	0	2	0	0	NONE
AC00668	115	78	0	0	0	0	0	NONE
AC00669	186	1	0	0	3	0	0	NONE
AC00670	173	5	1	0	3	0	0	NONE
BD00675	4	1	0	1	1	0	2	NONE
AC00418	2	1	1	2	0	0	0	NONE
AC00419	6	2	2	1	0	0	0	NONE
AC00420	0	0	0	0	0	0	0	NONE
AC00421	29	1	0	0	0	0	0	NONE
AC00422	0	0	0	0	0	0	0	NONE
AC00423	0	0	0	0	0	0	0	NONE
AC00424	7	1	0	3	1	0	0	NONE
AC00432	39	0	0	0	3	0	0	NONE
AC00525	0	0	0	0	0	0	0	NONE
AC00526	0	0	0	0	0	0	0	NONE
AC00700	0	0	0	0	0	0	0	NONE
AC00701	0	0	0	0	0	0	0	NONE
54370	0	0	0	0	0	0	0	NONE
40080	24	0	0	0	0	0	0	NONE
40088	1	3	0	0	0	0	0	NONE
40090	0	4	0	0	0	0	0	NONE
40092	17	0	0	4	0	0	0	NONE
40082	3	3	0	0	0	0	0	NONE
40106	0	2	0	0	0	0	2	NONE
40084	2	2	0	0	0	0	0	NONE
